id_treatment,id_inoc,id_faeces,starting_date,species,material,mass,hydration,production_date,forming_date,colection_date,total-weight,ph,water_content,sample_weight,dilution_factor_ecoli,dilution_factor_enterococcus,e_coli_counted,enterococcus_counted,comments,inoculum_age,mean_growth_speed,time_period,difference,time_step
13,13,1,2025-05-01T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_3,NA,3
13,13,1,2025-05-01T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_4,NA,4
13,13,1,2025-05-01T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_5,NA,5
13,13,1,2025-05-01T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_6,NA,6
13,13,1,2025-05-01T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_7,NA,7
13,13,1,2025-05-01T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_8,NA,8
13,13,1,2025-05-01T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_9,NA,9
14,14,1,2025-05-01T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_1,NA,1
14,14,1,2025-05-01T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_2,NA,2
14,14,1,2025-05-01T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_3,NA,3
14,14,1,2025-05-01T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_4,NA,4
14,14,1,2025-05-01T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_5,NA,5
14,14,1,2025-05-01T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_6,NA,6
14,14,1,2025-05-01T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_7,NA,7
14,14,1,2025-05-01T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_8,NA,8
14,14,1,2025-05-01T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_9,NA,9
15,15,1,2025-05-01T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_1,NA,1
15,15,1,2025-05-01T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_2,NA,2
15,15,1,2025-05-01T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_3,NA,3
15,15,1,2025-05-01T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_4,NA,4
15,15,1,2025-05-01T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_5,NA,5
15,15,1,2025-05-01T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_6,NA,6
15,15,1,2025-05-01T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_7,NA,7
15,15,1,2025-05-01T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_8,NA,8
15,15,1,2025-05-01T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,48,NA,diff_9,NA,9
16,16,1,2025-05-12T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_1,NA,1
16,16,1,2025-05-12T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_2,NA,2
16,16,1,2025-05-12T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_3,NA,3
16,16,1,2025-05-12T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_4,NA,4
16,16,1,2025-05-12T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_5,NA,5
16,16,1,2025-05-12T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_6,NA,6
16,16,1,2025-05-12T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_7,NA,7
16,16,1,2025-05-12T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_8,NA,8
16,16,1,2025-05-12T00:00:00Z,ctrl,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_9,NA,9
17,17,1,2025-05-12T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_1,NA,1
17,17,1,2025-05-12T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_2,NA,2
17,17,1,2025-05-12T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_3,NA,3
17,17,1,2025-05-12T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_4,NA,4
17,17,1,2025-05-12T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_5,NA,5
17,17,1,2025-05-12T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_6,NA,6
17,17,1,2025-05-12T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_7,NA,7
17,17,1,2025-05-12T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_8,NA,8
17,17,1,2025-05-12T00:00:00Z,P. ostreatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_9,NA,9
18,18,1,2025-05-12T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_1,NA,1
18,18,1,2025-05-12T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_2,NA,2
18,18,1,2025-05-12T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_3,NA,3
18,18,1,2025-05-12T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_4,NA,4
18,18,1,2025-05-12T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_5,NA,5
18,18,1,2025-05-12T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_6,NA,6
18,18,1,2025-05-12T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_7,NA,7
18,18,1,2025-05-12T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_8,NA,8
18,18,1,2025-05-12T00:00:00Z,C. comatus,corn cobs,1.5,80,2025-03-14T00:00:00Z,2025-03-28T00:00:00Z,4.4.2025,125,6.6,0.8,0.89,1000000,10000,123,144,cacao,59,NA,diff_9,NA,9
